type,project,site,yr,qtr,subsite,loc,sensor,launch.date,launch.time,deploy.date,deploy.time,retrieve.date,retrieve.time,lat,lon,comments
temp,SeagrassNet,WA50.1,2021,4,,A,21159978,11/6/2021,1:00:00,11/5/2021,23:00:00,1/29/2022,19:20:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2021,4,,AIR,21159980,12/7/2021,8:00:00,12/7/2021,8:45:00,6/1/2022,15:00:00,47.32743,-122.39198,did not launch properly
temp,SeagrassNet,WA50.1,2021,4,,AIR,20047936,12/7/2021,8:00:00,12/7/2021,8:45:00,6/1/2022,15:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2021,4,,AIR,13681,12/7/2021,8:00:00,12/7/2021,8:45:00,6/1/2022,14:15:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2022,1,,A,20604508,1/30/2022,1:00:00,1/29/2022,19:20:00,5/31/2022,12:15:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2022,1,,A,21159988,1/30/2022,1:00:00,1/29/2022,19:20:00,5/31/2022,12:15:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2022,1,,A,5991,1/30/2022,1:00:00,1/29/2022,19:20:00,5/31/2022,12:15:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2022,1,,A,20565970,1/30/2022,1:00:00,1/29/2022,19:20:00,5/31/2022,12:15:00,47.32863,-122.39083,
depth,Restoration,QMHRaabs,2022,1,A,1,10777817,3/11/2022,1:00:00,3/10/2022,12:25:00,5/31/2022,11:05:00,47.39066,-122.43606,
par,Restoration,QMHRaabs,2022,1,A,1,5993,3/11/2022,1:00:00,3/10/2022,12:25:00,5/31/2022,11:05:00,47.39066,-122.43606,
temp,Restoration,QMHRaabs,2022,1,A,1,21159983,3/11/2022,1:00:00,3/10/2022,12:25:00,5/31/2022,11:05:00,47.39066,-122.43606,
depth,Restoration,QMHDockton,2022,1,A,1,10777818,3/11/2022,1:00:00,3/10/2022,13:00:00,5/31/2022,11:30:00,47.38592,-122.43793,
par,Restoration,QMHDockton,2022,1,A,1,5994,3/11/2022,1:00:00,3/10/2022,13:00:00,5/31/2022,11:30:00,47.38592,-122.43793,
temp,Restoration,QMHDockton,2022,1,A,1,21159986,3/11/2022,1:00:00,3/10/2022,13:00:00,5/31/2022,11:30:00,47.38592,-122.43793,
depth,Restoration,Myrtle,2022,1,A,1,20574098,3/11/2022,1:00:00,3/10/2022,13:35:00,6/1/2022,12:30:00,47.62046,-122.36398,
par,Restoration,Myrtle,2022,1,A,1,6010,3/11/2022,1:00:00,3/10/2022,13:35:00,6/1/2022,12:30:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2022,1,A,1,21159976,3/11/2022,1:00:00,3/10/2022,13:35:00,6/1/2022,12:30:00,47.62046,-122.36398,
depth,SeagrassNet,WA50.1,2022,2,,C,20297400,3/16/2022,1:00:00,3/15/2022,10:25:00,5/31/2022,12:15:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2022,2,,C,5990,3/16/2022,1:00:00,3/15/2022,10:25:00,5/31/2022,12:15:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2022,2,,C,21159977,3/16/2022,1:00:00,3/15/2022,10:25:00,5/31/2022,12:15:00,47.32943,-122.39042,
depth,Restoration,DumasBay,2022,2,A,1,20566005,3/16/2022,1:00:00,3/15/2022,10:15:00,5/31/2022,12:30:00,47.32933,-122.38615,
par,Restoration,DumasBay,2022,2,A,1,6425,3/16/2022,1:00:00,3/15/2022,10:15:00,5/31/2022,12:30:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2022,2,A,1,21159981,3/16/2022,1:00:00,3/15/2022,10:15:00,5/31/2022,12:30:00,47.32933,-122.38615,
depth,Restoration,Joemma,2022,2,NHP,bottom,10768706,3/16/2022,1:00:00,3/15/2022,13:05:00,6/2/2022,14:00:00,47.22188,-122.81017,
par,Restoration,Joemma,2022,2,NHP,bottom,7995,3/16/2022,1:00:00,3/15/2022,13:05:00,6/2/2022,14:00:00,47.22188,-122.81017,
temp,Restoration,Joemma,2022,2,NHP,bottom,21159989,3/16/2022,1:00:00,3/15/2022,13:05:00,6/2/2022,14:00:00,47.22188,-122.81017,
depth,Restoration,WestcottBay,2022,2,A,1,20566014,3/25/2022,1:00:00,4/19/2022,12:40:00,,,48.59394,-123.15505,
par,Restoration,WestcottBay,2022,2,A,1,8053,3/25/2022,1:00:00,4/19/2022,12:40:00,,,48.59394,-123.15505,
temp,Restoration,WestcottBay,2022,2,A,1,20359581,3/25/2022,1:00:00,4/19/2022,12:40:00,,,48.59394,-123.15505,
depth,Restoration,WestcottBay,2022,2,B,1,10777829,3/25/2022,1:00:00,3/25/2022,13:00:00,,,48.593817,-123.154017,
par,Restoration,WestcottBay,2022,2,B,1,4593,3/25/2022,1:00:00,3/25/2022,13:00:00,,,48.593817,-123.154017,
temp,Restoration,WestcottBay,2022,2,B,1,20047934,3/25/2022,1:00:00,3/25/2022,13:00:00,,,48.593817,-123.154017,
depth,Restoration,DumasBay,2022,3,A,1,20331320,6/1/2022,1:00:00,5/31/2022,12:30:00,8/11/2022,10:00:00,47.32933,-122.38615,
par,Restoration,DumasBay,2022,3,A,1,7997,6/1/2022,1:00:00,5/31/2022,12:30:00,8/11/2022,10:00:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2022,3,A,1,21159985,6/1/2022,1:00:00,5/31/2022,12:30:00,8/11/2022,10:00:00,47.32933,-122.38615,
depth,SeagrassNet,WA50.1,2022,3,,A,20331318,6/1/2022,1:00:00,5/31/2022,13:15:00,8/11/2022,10:30:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2022,3,,A,7998,6/1/2022,1:00:00,5/31/2022,13:15:00,8/11/2022,10:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2022,3,,A,21159991,6/1/2022,1:00:00,5/31/2022,13:15:00,8/11/2022,10:30:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2022,3,,C,20331319,6/1/2022,1:00:00,5/31/2022,13:15:00,8/11/2022,10:30:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2022,3,,C,7999,6/1/2022,1:00:00,5/31/2022,13:15:00,8/11/2022,10:30:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2022,3,,C,21159994,6/1/2022,1:00:00,5/31/2022,13:15:00,8/11/2022,10:30:00,47.32943,-122.39042,
depth,Restoration,QMHRaabs,2022,3,A,1,20331317,6/1/2022,1:00:00,5/31/2022,11:00:00,8/11/2022,9:30:00,47.39066,-122.43606,
par,Restoration,QMHRaabs,2022,3,A,1,7992,6/1/2022,1:00:00,5/31/2022,11:00:00,8/11/2022,9:30:00,47.39066,-122.43606,
temp,Restoration,QMHRaabs,2022,3,A,1,21159995,6/1/2022,1:00:00,5/31/2022,11:00:00,8/11/2022,9:30:00,47.39066,-122.43606,
depth,Restoration,Myrtle,2022,3,A,1,10777819,6/2/2022,1:00:00,6/1/2022,12:00:00,8/9/2022,9:00:00,47.62046,-122.36398,
par,Restoration,Myrtle,2022,3,A,1,8046,6/2/2022,1:00:00,6/1/2022,12:00:00,8/9/2022,9:00:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2022,3,A,1,21159978,6/2/2022,1:00:00,6/1/2022,12:00:00,8/9/2022,9:00:00,47.62046,-122.36398,
depth,Restoration,Joemma,2022,3,NHP,bottom,10777822,6/3/2022,1:00:00,6/2/2022,14:00:00,8/10/2022,10:15:00,47.22188,-122.81017,
par,Restoration,Joemma,2022,3,NHP,bottom,6011,6/3/2022,1:00:00,6/2/2022,14:00:00,8/10/2022,10:15:00,47.22188,-122.81017,
temp,Restoration,Joemma,2022,3,NHP,bottom,21159982,6/3/2022,1:00:00,6/2/2022,14:00:00,8/10/2022,10:15:00,47.22188,-122.81017,
par,SeagrassNet,WA50.1,2022,3,,AIR,5990,6/2/2022,1:00:00,6/1/2022,14:15:00,9/9/2022,12:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2022,3,,AIR,21159977,6/2/2022,1:00:00,6/1/2022,14:15:00,9/9/2022,12:30:00,47.32743,-122.39198,
depth,SeagrassNet,WA50.1,2022,3,,A,20331316,8/12/2022,1:00:00,8/11/2022,10:30:00,10/28/2022,10:15:00,47.32863,-122.39083,
depth,Restoration,WestcottBay,2022,3,A,1,20566009,6/17/2022,1:00:00,,,,,48.59394,-123.15505,"5/31/23 T.I.M. Note - in searching for previous deployment record for these instruments starting in March 2023, I found this entry. Follow up with Sandy if data had been downloaded and re-deployed prior to latest deployment (Mar - May 2023)"
par,Restoration,WestcottBay,2022,3,A,1,4588,6/17/2022,1:00:00,,,,,48.59394,-123.15505,"5/31/23 T.I.M. Note - in searching for previous deployment record for these instruments starting in March 2023, I found this entry. Follow up with Sandy if data had been downloaded and re-deployed prior to latest deployment (Mar - May 2023)"
temp,Restoration,WestcottBay,2022,3,A,1,20047931,6/17/2022,1:00:00,,,,,48.59394,-123.15505,"5/31/23 T.I.M. Note - in searching for previous deployment record for these instruments starting in March 2023, I found this entry. Follow up with Sandy if data had been downloaded and re-deployed prior to latest deployment (Mar - May 2023)"
depth,Restoration,DumasBay,2022,3,A,1,10777818,8/12/2022,1:00:00,8/11/2022,10:00:00,11/1/2022,13:50:00,47.32933,-122.38615,
par,Restoration,DumasBay,2022,3,A,1,5991,8/12/2022,1:00:00,8/11/2022,10:00:00,11/1/2022,13:50:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2022,3,A,1,21159986,8/12/2022,1:00:00,8/11/2022,10:00:00,11/1/2022,13:50:00,47.32933,-122.38615,
par,SeagrassNet,WA50.1,2022,3,,A,6004,8/12/2022,1:00:00,8/11/2022,10:30:00,10/28/2022,10:15:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2022,3,,A,21159983,8/12/2022,1:00:00,8/11/2022,10:30:00,10/28/2022,10:15:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2022,3,,C,20574098,8/12/2022,1:00:00,8/11/2022,10:30:00,11/1/2022,13:40:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2022,3,,C,6010,8/12/2022,1:00:00,8/11/2022,10:30:00,11/1/2022,13:40:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2022,3,,C,21159987,8/12/2022,1:00:00,8/11/2022,10:30:00,11/1/2022,13:40:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2022,4,,AIR,8053?,12/7/2021,8:00:00,12/7/2021,8:45:00,1/27/2023,15:30:00,47.32743,-122.39198,
depth,Restoration,QMHRaabs,2022,3,A,1,10777817,8/12/2022,1:00:00,8/11/2022,9:30:00,11/1/2022,10:25:00,47.39066,-122.43606,
par,Restoration,QMHRaabs,2022,3,A,1,5996,8/12/2022,1:00:00,8/11/2022,9:30:00,11/1/2022,10:25:00,47.39066,-122.43606,
temp,Restoration,QMHRaabs,2022,3,A,1,21159988,8/12/2022,1:00:00,8/11/2022,9:30:00,11/1/2022,10:25:00,47.39066,-122.43606,
depth,Restoration,Myrtle,2022,3,A,1,20566108,8/10/2022,1:00:00,8/9/2022,9:00:00,9/9/2022,10:30:00,47.62046,-122.36398,
par,Restoration,Myrtle,2022,3,A,1,5993,8/10/2022,1:00:00,8/9/2022,9:00:00,9/9/2022,10:30:00,47.62046,-122.36398,Sensor was dropped by mistake. The hydro-wiper brush arm bent but it was straightened prior to deploying. The impact on the wiper motor and arm could be a reason wiper fails if it does.Bent wiper brush 
temp,Restoration,Myrtle,2022,3,A,1,21159993,8/10/2022,1:00:00,8/9/2022,9:00:00,9/9/2022,10:30:00,47.62046,-122.36398,
depth,Restoration,Joemma,2022,3,NHP,bottom,20565978,8/11/2022,1:00:00,8/10/2022,10:15:00,11/2/2022,12:25:00,47.22188,-122.81017,
par,Restoration,Joemma,2022,3,NHP,bottom,6425,8/11/2022,1:00:00,8/10/2022,10:15:00,11/2/2022,12:25:00,47.22188,-122.81017,
temp,Restoration,Joemma,2022,3,NHP,bottom,21159980,8/11/2022,1:00:00,8/10/2022,10:15:00,11/2/2022,12:25:00,47.22188,-122.81017,
depth,Restoration,Myrtle,2022,4,A,1,21316701,9/10/2022,1:00:00,9/9/2022,10:30:00,11/1/2022,11:55:00,47.62046,-122.36398,
par,Restoration,Myrtle,2022,4,A,1,6427,9/10/2022,1:00:00,9/9/2022,10:30:00,11/1/2022,11:55:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2022,4,A,1,21159978,9/10/2022,1:00:00,9/9/2022,10:30:00,11/1/2022,11:55:00,47.62046,-122.36398,
par,SeagrassNet,WA50.1,2022,4,,AIR,7992,9/10/2022,1:00:00,9/9/2022,13:00:00,1/27/2023,15:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2022,4,,AIR,21159992,9/10/2022,1:00:00,9/9/2022,13:00:00,1/27/2023,15:30:00,47.32743,-122.39198,
depth,Restoration,DumasBay,2022,4,A,1,20331319,11/1/2022,1:00:00,11/1/2022,13:50:00,1/19/2023,20:30:00,47.32933,-122.38615,
par,Restoration,DumasBay,2022,4,A,1,5990,11/1/2022,1:00:00,11/1/2022,13:50:00,1/19/2023,20:30:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2022,4,A,1,21195553,11/1/2022,1:00:00,11/1/2022,13:50:00,1/19/2023,20:30:00,47.32933,-122.38615,
depth,SeagrassNet,WA50.1,2022,4,,A,20566005,10/28/2022,1:00:00,10/28/2022,10:15:00,1/19/2023,18:15:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2022,4,,A,4591,10/28/2022,1:00:00,10/28/2022,10:15:00,1/19/2023,18:15:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2022,4,,A,21159995,10/28/2022,1:00:00,10/28/2022,10:15:00,1/19/2023,18:15:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2022,4,,C,10777819,11/1/2022,1:00:00,11/1/2022,13:40:00,1/19/2023,20:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2022,4,,C,6011,11/1/2022,1:00:00,11/1/2022,13:40:00,1/19/2023,20:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2022,4,,C,21159991,11/1/2022,1:00:00,11/1/2022,13:40:00,1/19/2023,20:00:00,47.32943,-122.39042,
depth,Restoration,QMHRaabs,2022,4,A,1,20574104,11/1/2022,1:00:00,11/1/2022,10:25:00,1/19/2023,11:20:00,47.39066,-122.43606,
par,Restoration,QMHRaabs,2022,4,A,1,7997,11/1/2022,1:00:00,11/1/2022,10:25:00,1/19/2023,11:20:00,47.39066,-122.43606,
temp,Restoration,QMHRaabs,2022,4,A,1,21159976,11/1/2022,1:00:00,11/1/2022,10:25:00,1/19/2023,11:20:00,47.39066,-122.43606,
depth,Restoration,Myrtle,2022,4,A,1,20566108,11/1/2022,1:00:00,11/1/2022,11:55:00,1/19/2023,13:10:00,47.62046,-122.36398,
par,Restoration,Myrtle,2022,4,A,1,7998,11/1/2022,1:00:00,11/1/2022,11:55:00,1/19/2023,13:10:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2022,4,A,1,21159994,11/1/2022,1:00:00,11/1/2022,11:55:00,1/19/2023,13:10:00,47.62046,-122.36398,
depth,Restoration,Joemma,2022,4,NHP,bottom,20331320,11/1/2022,1:00:00,11/2/2022,12:25:00,1/20/2023,22:00:00,47.22188,-122.81017,
par,Restoration,Joemma,2022,4,NHP,bottom,8046,11/1/2022,1:00:00,11/2/2022,12:25:00,1/20/2023,22:00:00,47.22188,-122.81017,
temp,Restoration,Joemma,2022,4,NHP,bottom,21159989,11/1/2022,1:00:00,11/2/2022,12:25:00,1/20/2023,22:00:00,47.22188,-122.81017,
depth,SeagrassNet,WA50.1,2023,1,,A,20566024,1/20/2023,1:00:00,1/19/2023,18:15:00,4/22/2023,14:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2023,1,,A,6012,1/20/2023,1:00:00,1/19/2023,18:15:00,4/22/2023,14:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2023,1,,A,21159992,1/20/2023,1:00:00,1/19/2023,18:15:00,4/22/2023,14:00:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2023,1,,C,20297403,1/20/2023,1:00:00,1/19/2023,19:00:00,4/22/2023,13:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2023,1,,C,6004,1/20/2023,1:00:00,1/19/2023,19:00:00,4/22/2023,13:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2023,1,,C,21159984,1/20/2023,1:00:00,1/19/2023,19:00:00,4/22/2023,13:00:00,47.32943,-122.39042,
depth,Restoration,Myrtle,2023,1,A,1,20565978,1/20/2023,1:00:00,1/19/2023,13:10:00,,,47.62046,-122.36398,Logger lost at sea. Was not attached to the array when retrieved on 4/23/2023.
par,Restoration,Myrtle,2023,1,A,1,5991,1/20/2023,1:00:00,1/19/2023,13:10:00,4/23/2023,13:00:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2023,1,A,1,21159980,1/20/2023,1:00:00,1/19/2023,13:10:00,4/23/2023,13:00:00,47.62046,-122.36398,
depth,Restoration,QMHRaabs,2023,1,A,1,20574098,1/20/2023,1:00:00,1/19/2023,11:20:00,6/6/2023,12:30:00,47.39066,-122.43606,
par,Restoration,QMHRaabs,2023,1,A,1,5996,1/20/2023,1:00:00,1/19/2023,11:20:00,6/6/2023,12:30:00,47.39066,-122.43606,
temp,Restoration,QMHRaabs,2023,1,A,1,21159978,1/20/2023,1:00:00,1/19/2023,11:20:00,6/6/2023,12:30:00,47.39066,-122.43606,
depth,Restoration,DumasBay,2023,1,A,1,20331317,1/20/2023,1:00:00,1/19/2023,19:45:00,4/22/2023,13:30:00,47.32933,-122.38615,
par,Restoration,DumasBay,2023,1,A,1,6010,1/20/2023,1:00:00,1/19/2023,19:45:00,4/22/2023,13:30:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2023,1,A,1,21159983,1/20/2023,1:00:00,1/19/2023,19:45:00,4/22/2023,13:30:00,47.32933,-122.38615,
depth,Restoration,Joemma,2022,1,NHP,bottom,21316701,1/22/2023,1:00:00,1/20/2023,22:00:00,4/21/2023,13:00:00,47.22188,-122.81017,
par,Restoration,Joemma,2022,1,NHP,bottom,6427,1/22/2023,1:00:00,1/20/2023,22:00:00,4/21/2023,13:00:00,47.22188,-122.81017,
temp,Restoration,Joemma,2022,1,NHP,bottom,21159987,1/22/2023,1:00:00,1/20/2023,22:00:00,4/21/2023,13:00:00,47.22188,-122.81017,
par,SeagrassNet,WA50.1,2023,1,,AIR,7995,9/10/2022,1:00:00,1/27/2023,15:30:00,4/22/2023,14:45:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2023,1,,AIR,21159976,9/10/2022,1:00:00,1/27/2023,15:30:00,4/22/2023,14:45:00,47.32743,-122.39198,
par,Restoration,Kilisut,2023,2,1,bottom,6011,5/17/2023,1:00:00,,,,,,,"Fort Flagler, cps2573"
depth,Restoration,Kilisut,2023,2,1,bottom,21467033,5/17/2023,1:00:00,,,,,,,"Fort Flagler, cps2573"
temp,Restoration,Kilisut,2023,2,1,bottom,21721633,5/17/2023,1:00:00,,,,,,,"Fort Flagler, cps2573"
par,Restoration,Kilisut,2023,2,2,bottom,6012,5/17/2023,1:00:00,,,,,,,"Madrona Road, cps0042"
depth,Restoration,Kilisut,2023,2,2,bottom,21467034,5/17/2023,1:00:00,,,,,,,"Madrona Road, cps0042"
temp,Restoration,Kilisut,2023,2,2,bottom,21721634,5/17/2023,1:00:00,,,,,,,"Madrona Road, cps0042"
par,Restoration,Kilisut,2023,2,3,bottom,6427,5/17/2023,1:00:00,,,,,,,"Mystery Bay, cps0039"
depth,Restoration,Kilisut,2023,2,3,bottom,21467035,5/17/2023,1:00:00,,,,,,,"Mystery Bay, cps0039"
temp,Restoration,Kilisut,2023,2,3,bottom,21721635,5/17/2023,1:00:00,,,,,,,"Mystery Bay, cps0039"
par,Restoration,Kilisut,2023,2,4,bottom,7995,5/17/2023,1:00:00,,,,,,,"Scow Bay, cps0036"
depth,Restoration,Kilisut,2023,2,4,bottom,21467036,5/17/2023,1:00:00,,,,,,,"Scow Bay, cps0036"
temp,Restoration,Kilisut,2023,2,4,bottom,21721636,5/17/2023,1:00:00,,,,,,,"Scow Bay, cps0036"
par,Restoration,Kilisut,2023,2,5,bottom,7997,5/17/2023,1:00:00,,,,,,,"Oak Bay, cps2555"
depth,Restoration,Kilisut,2023,2,5,bottom,21467037,5/17/2023,1:00:00,,,,,,,"Oak Bay, cps2555"
temp,Restoration,Kilisut,2023,2,5,bottom,21721637,5/17/2023,1:00:00,,,,,,,"Oak Bay, cps2555"
par,Stressors,SJI,2023,2,1,,4594,5/23/2023,1:00:00,5/20/2023,11:00:00,8/29/2023,10:30:00,48.71541,-122.90072,"outf458, Orcas Island East"
depth,Stressors,SJI,2023,2,1,,21467038,5/23/2023,1:00:00,5/20/2023,11:00:00,8/29/2023,10:30:00,48.71541,-122.90072,"outf458, Orcas Island East"
temp,Stressors,SJI,2023,2,1,,21721632,5/23/2023,1:00:00,5/20/2023,11:00:00,8/29/2023,10:30:00,48.71541,-122.90072,"outf458, Orcas Island East"
salinity,Stressors,SJI,2023,2,1,,21235771,5/23/2023,1:00:00,5/20/2023,11:00:00,8/29/2023,10:30:00,48.71541,-122.90072,"outf458, Orcas Island East, AAMT48"
par,Stressors,SJI,2023,2,2,,4595,5/23/2023,1:00:00,5/20/2023,12:00:00,8/29/2023,11:15:00,48.71307,-122.92206,"outf456, Orcas Island West"
depth,Stressors,SJI,2023,2,2,,21467039,5/23/2023,1:00:00,5/20/2023,12:00:00,8/29/2023,11:15:00,48.71307,-122.92206,"outf456, Orcas Island West"
temp,Stressors,SJI,2023,2,2,,21721646,5/23/2023,1:00:00,5/20/2023,12:00:00,8/29/2023,11:15:00,48.71307,-122.92206,"outf456, Orcas Island West"
salinity,Stressors,SJI,2023,2,2,,21235774,5/23/2023,1:00:00,5/20/2023,12:00:00,8/29/2023,11:15:00,48.71307,-122.92206,"outf456, Orcas Island West, AAMT41"
par,Stressors,SJI,2023,2,3,,5991,5/23/2023,1:00:00,5/21/2023,10:30:00,8/30/2023,10:27:00,48.56551,-122.92191,"core002, Picnic Cove"
depth,Stressors,SJI,2023,2,3,,21467041,5/23/2023,1:00:00,5/21/2023,10:30:00,8/30/2023,10:27:00,48.56551,-122.92191,"core002, Picnic Cove"
temp,Stressors,SJI,2023,2,3,,21721647,5/23/2023,1:00:00,5/21/2023,10:30:00,8/30/2023,10:27:00,48.56551,-122.92191,"core002, Picnic Cove"
salinity,Stressors,SJI,2023,2,3,,21742588,5/23/2023,1:00:00,5/21/2023,10:30:00,8/30/2023,10:27:00,48.56551,-122.92191,"core002, Picnic Cove"
par,Stressors,SJI,2023,2,4,,5992,5/23/2023,1:00:00,5/21/2023,11:30:00,8/30/2023,10:56:00,48.55826,-122.94371,"flats64, Reef Net Bay"
depth,Stressors,SJI,2023,2,4,,21467042,5/23/2023,1:00:00,5/21/2023,11:30:00,8/30/2023,10:56:00,48.55826,-122.94371,"flats64, Reef Net Bay"
temp,Stressors,SJI,2023,2,4,,21721648,5/23/2023,1:00:00,5/21/2023,11:30:00,8/30/2023,10:56:00,48.55826,-122.94371,"flats64, Reef Net Bay"
salinity,Stressors,SJI,2023,2,4,,21742589,5/23/2023,1:00:00,5/21/2023,11:30:00,8/30/2023,10:56:00,48.55826,-122.94371,"flats64, Reef Net Bay"
par,Stressors,SJI,2023,2,5,,5993,5/23/2023,1:00:00,5/21/2023,12:00:00,8/30/2023,9:50:00,48.51989,-123.00399,"sjs0138, Jackson Landing, 99.995% confident, triple check this serial # is correct when it comes back, it got copper taped over before the double-check."
depth,Stressors,SJI,2023,2,5,,21467044,5/23/2023,1:00:00,5/21/2023,12:00:00,8/30/2023,9:50:00,48.51989,-123.00399,"sjs0138, Jackson Landing"
temp,Stressors,SJI,2023,2,5,,21721657,5/23/2023,1:00:00,5/21/2023,12:00:00,8/30/2023,9:50:00,48.51989,-123.00399,"sjs0138, Jackson Landing"
salinity,Stressors,SJI,2023,2,5,,21742590,5/23/2023,1:00:00,5/21/2023,12:00:00,8/30/2023,9:50:00,48.51989,-123.00399,"sjs0138, Jackson Landing"
par,Stressors,SJI,2023,2,6,,6004,5/23/2023,1:00:00,5/21/2023,13:00:00,8/30/2023,9:00:00,48.4693,-123.00189,"sjs0128, 4th of July Beach"
depth,Stressors,SJI,2023,2,6,,21467047,5/23/2023,1:00:00,5/21/2023,13:00:00,8/30/2023,9:00:00,48.4693,-123.00189,"sjs0128, 4th of July Beach"
temp,Stressors,SJI,2023,2,6,,21721659,5/23/2023,1:00:00,5/21/2023,13:00:00,8/30/2023,9:00:00,48.4693,-123.00189,"sjs0128, 4th of July Beach"
salinity,Stressors,SJI,2023,2,6,,21742591,5/23/2023,1:00:00,5/21/2023,13:00:00,8/30/2023,9:00:00,48.4693,-123.00189,"sjs0128, 4th of July Beach"
par,Stressors,SJI,2023,2,7,,6420,5/23/2023,1:00:00,5/22/2023,11:00:00,8/29/2023,9:15:00,48.59392,-123.15501,"flats53, Westcott Bay, Hydro-wiper wipe frequency was set to 0 (zero) = continuous wipe."
depth,Stressors,SJI,2023,2,7,,21467059,5/23/2023,1:00:00,5/22/2023,11:00:00,8/29/2023,9:15:00,48.59392,-123.15501,"flats53, Westcott Bay"
temp,Stressors,SJI,2023,2,7,,21721661,5/23/2023,1:00:00,5/22/2023,11:00:00,8/29/2023,9:15:00,48.59392,-123.15501,"flats53, Westcott Bay"
salinity,Stressors,SJI,2023,2,7,,21746438,5/23/2023,1:00:00,5/22/2023,11:00:00,8/29/2023,9:15:00,48.59392,-123.15501,"flats53, Westcott Bay"
par,Stressors,SJI,2023,2,8,,6010,5/23/2023,1:00:00,5/22/2023,12:00:00,8/29/2023,8:45:00,48.57364,-123.16869,"flats55, Mitchell Bay"
depth,Stressors,SJI,2023,2,8,,21467055,5/23/2023,1:00:00,5/22/2023,12:00:00,8/29/2023,8:45:00,48.57364,-123.16869,"flats55, Mitchell Bay"
temp,Stressors,SJI,2023,2,8,,21721660,5/23/2023,1:00:00,5/22/2023,12:00:00,8/29/2023,8:45:00,48.57364,-123.16869,"flats55, Mitchell Bay"
salinity,Stressors,SJI,2023,2,8,,21742592,5/23/2023,1:00:00,5/22/2023,12:00:00,8/29/2023,8:45:00,48.57364,-123.16869,"flats55, Mitchell Bay"
depth,Restoration,WestcottBay,2023,3,A,1,20566009,3/13/2023,16:30:00,3/17/2023,17:30:00,5/22/2023,11:30:00 AM,48.59394,-123.15505,"Recorded in 30 minute intervals. Also, see above note regarding potential duplicate entry for Mar 2022 deployment at flats53, Westcott Bay with same sensor serial #s (were these sensors deployed spring 22 and what were their recovery dates/where are those data?)"
par,Restoration,WestcottBay,2023,3,A,1,4588,3/13/2023,16:30:00,3/17/2022,17:30:00,5/22/2023,11:30:00 AM,48.59394,-123.15505,"Recorded in 30 minute intervals. Also, see above note regarding potential duplicate entry for Mar 2022 deployment at flats53, Westcott Bay with same sensor serial #s (were these sensors deployed spring 22 and what were their recovery dates/where are those data?)"
temp,Restoration,WestcottBay,2023,3,A,1,20047935,3/13/2023,16:30:00,3/17/2022,17:30:00,5/22/2023,11:30:00 AM,48.59394,-123.15505,Recorded in 30 minute intervals. Different sensor SN than above notes/ Mar 22 deployment. Unclear if this is a typo in potential 2022 deployment.
depth,SeagrassNet,WA50.1,2023,3,,A,20566024,7/6/2023,1:00:00,7/6/2023,15:00:00,,,47.32863,-122.39083,
